taxid	lineage	name	rank	SRR5803943	SRR5803944	SRR5803945	SRR5803946	SRR5803949	SRR5803950	SRR5803951	SRR5803952	SRR5803953	SRR5803954	SRR5803955	SRR5803956	SRR5803957	SRR5803958	SRR5803959	SRR5803960	SRR5803961	SRR5803962	SRR5803963	SRR5803964	SRR5803965	SRR5803966	SRR5803967	SRR5803968	SRR5803969	SRR5803970	SRR5803971	SRR5803972	SRR5803973	SRR5803984	SRR5803985	SRR5803986	SRR5803997	SRR5803998	SRR5803999	SRR5804000	SRR5804001	SRR5804002	SRR5804003	SRR5804004	SRR5804005	SRR5804006	SRR5804007	SRR5804008	SRR5804009	SRR5804010	SRR5804011	SRR5804012
-3520	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Sterolibacteriaceae;family;unclassified_Sterolibacteriaceae;;	unclassified_Sterolibacteriaceae		9	2	9	22	9	28	13	4	8	0	19	5	11	7	2	4	2	7	3	6	19	39	10	8	0	13	29	13	12	79	6	19	34	10	55	33	11	45	20	12	10	38	4	1	8	26	8	27
1340	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Sterolibacteriaceae;family;Georgfuchsia;genus;	Georgfuchsia	genus	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	2	0	3	0	0	0	6	1	0	0	1	1	1	1	3	6	1	25	6	3	0	3	0	1	0	30	9
1338	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Sterolibacteriaceae;family;Denitratisoma;genus;	Denitratisoma	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3517	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Thiobacillaceae;family;	Thiobacillaceae	family	1	1	0	3	3	3	9	1	0	0	2	2	2	3	1	1	6	1	1	2	4	2	2	0	0	1	3	2	0	2	1	3	5	2	10	1	3	4	14	2	7	1	0	1	2	0	4	1
1278	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Thiobacillaceae;family;Thiobacillus;genus;	Thiobacillus	genus	1	1	0	3	3	3	9	1	0	0	2	2	2	3	0	1	6	1	1	2	4	2	2	0	0	1	3	2	0	2	1	3	5	2	10	1	3	4	14	2	7	1	0	1	2	0	4	1
3514	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;Thiobacillaceae;family;Sulfuritortus;genus;	Sulfuritortus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1319	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;unclassified_Nitrosomonadales;;	unclassified_Nitrosomonadales		1	3	3	3	3	1	31	6	2	0	6	1	3	4	4	2	8	2	1	1	7	10	23	9	1	2	58	1	2	6	3	2	4	18	32	13	53	13	13	5	47	13	3	0	17	5	10	14
1176	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;	Burkholderiales	order	345	399	35	146	56	367	94	36	43	7	222	73	56	40	24	27	23	79	28	47	120	230	226	85	24	69	46	176	78	39	427	35	221	18	143	67	68	39	157	98	281	114	13	17	52	99	67	78
1206	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;	Comamonadaceae	family	335	397	35	142	49	347	93	34	42	7	220	73	56	36	23	26	21	76	28	47	120	211	226	83	23	61	43	171	76	34	424	34	179	18	139	65	65	38	150	93	279	83	13	17	52	92	63	76
1225	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Malikia;genus;	Malikia	genus	36	312	11	11	1	84	1	0	22	0	5	22	7	2	1	13	2	2	2	11	4	61	12	12	2	21	15	10	4	2	328	0	15	2	2	1	3	6	6	2	1	18	0	0	1	66	2	1
1232	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Rhodoferax;genus;	Rhodoferax	genus	4	0	0	0	1	0	2	0	0	0	1	0	3	0	0	0	0	15	0	0	2	2	1	0	0	2	0	11	0	1	1	0	0	0	0	1	22	1	1	0	0	7	0	3	7	0	2	3
1207	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Acidovorax;genus;	Acidovorax	genus	18	5	1	11	0	17	0	0	4	0	100	2	1	2	1	3	2	0	0	1	2	1	4	1	1	0	1	1	1	5	6	2	22	0	4	4	1	1	8	2	2	1	0	2	1	1	4	0
1215	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Curvibacter;genus;	Curvibacter	genus	8	1	1	3	0	2	1	0	2	0	0	3	1	1	0	0	3	18	5	0	0	41	102	2	0	0	0	19	15	0	1	0	4	1	6	0	1	3	5	0	7	4	1	0	9	0	1	4
1256	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Aquabacterium;genus;	Aquabacterium	genus	30	17	5	21	4	15	1	1	0	0	4	1	1	0	0	0	1	1	4	0	1	11	34	0	0	3	0	40	12	1	3	0	4	1	3	3	3	2	4	0	226	6	0	1	7	4	0	2
1230	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Pseudorhodoferax;genus;	Pseudorhodoferax	genus	2	0	0	0	3	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	1	0	0	1
1219	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Hydrogenophaga;genus;	Hydrogenophaga	genus	8	5	1	11	5	42	6	7	3	1	5	1	0	3	2	1	2	1	1	3	6	6	4	5	2	4	3	0	4	1	7	0	3	3	9	1	4	1	8	4	3	7	1	1	0	4	1	0
1259	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Inhella;genus;	Inhella	genus	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
1235	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Simplicispira;genus;	Simplicispira	genus	7	0	1	20	2	54	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	2	1	1	7	0	1	0	0	1	0	0	3	3	0	1	0	1	0	0
1264	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Piscinibacter;genus;	Piscinibacter	genus	3	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1227	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Pelomonas;genus;	Pelomonas	genus	1	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	1	0	1	0	0	0	1	0	0	1	2
1257	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Aquincola;genus;	Aquincola	genus	1	0	0	0	1	0	1	2	0	0	0	0	0	1	2	0	0	3	1	1	1	1	1	7	0	0	1	1	5	2	1	0	5	0	6	18	3	0	8	4	12	0	1	1	5	0	5	5
1214	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Comamonas;genus;	Comamonas	genus	1	0	0	5	0	2	0	0	0	0	2	1	0	0	1	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1268	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Tepidimonas;genus;	Tepidimonas	genus	2	2	1	0	0	1	2	0	0	0	5	2	0	0	0	0	0	1	1	0	2	4	4	1	0	0	1	1	1	0	1	0	1	0	2	1	2	1	3	3	2	0	1	1	2	0	1	1
-1207	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;unclassified_Comamonadaceae;;	unclassified_Comamonadaceae		213	54	13	56	31	111	78	24	11	6	97	39	42	25	16	5	10	29	11	30	102	81	56	54	17	30	21	84	34	20	73	30	114	11	104	26	26	20	105	75	20	37	9	6	16	15	46	56
1237	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Variovorax;genus;	Variovorax	genus	0	1	1	1	1	2	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	2	4	0	1	1	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0
1258	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Ideonella;genus;	Ideonella	genus	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	2	0	0	1	1	0	0	0	0	0	1	0	0
1195	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;	Burkholderiaceae	family	9	0	0	1	2	6	0	2	1	0	1	0	0	1	0	1	2	0	0	0	0	13	0	1	0	3	1	2	1	2	0	1	6	0	1	0	0	0	1	0	1	18	0	0	0	5	2	0
1196	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;Burkholderia;genus;	Burkholderia	genus	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4337	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;Quisquiliibacterium;genus;	Quisquiliibacterium	genus	0	0	0	1	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1197	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;Chitinimonas;genus;	Chitinimonas	genus	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
1203	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;Polynucleobacter;genus;	Polynucleobacter	genus	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	13	0	0	0	3	1	0	1	2	0	0	2	0	0	0	0	0	1	0	0	18	0	0	0	5	0	0
1200	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;Limnobacter;genus;	Limnobacter	genus	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3502	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;Paraburkholderia;genus;	Paraburkholderia	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1177	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Alcaligenaceae;family;	Alcaligenaceae	family	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	4	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0
-1178	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Alcaligenaceae;family;unclassified_Alcaligenaceae;;	unclassified_Alcaligenaceae		1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	4	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0
-1177	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;unclassified_Burkholderiales;;	unclassified_Burkholderiales		0	2	0	3	5	8	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	1	0	2	1	1	2	2	0	5	0	2	0	3	1	3	2	1	2	0	0	0	0	1	2
1240	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;	Oxalobacteraceae	family	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	29	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0
1246	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;Massilia;genus;	Massilia	genus	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
1251	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;Undibacterium;genus;	Undibacterium	genus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2958	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;Noviherbaspirillum;genus;	Noviherbaspirillum	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3342	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;Pseudoduganella;genus;	Pseudoduganella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1245	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;Janthinobacterium;genus;	Janthinobacterium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1242	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;Duganella;genus;	Duganella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1241	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;unclassified_Oxalobacteraceae;;	unclassified_Oxalobacteraceae		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1255	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiales_incertae_sedis;family;	Burkholderiales_incertae_sedis	family	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	2	1	0	0	0	0	0	1	1	0
1270	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiales_incertae_sedis;family;Thiomonas;genus;	Thiomonas	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	2	1	0	0	0	0	0	1	1	0
1330	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Rhodocyclales;order;	Rhodocyclales	order	34	18	0	18	30	42	2	1	1	1	20	2	1	0	0	1	2	2	4	0	2	6	13	1	1	2	1	2	7	0	12	2	3	0	13	1	0	2	23	0	3	0	1	0	9	1	2	6
3520	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Rhodocyclales;order;Zoogloeaceae;family;	Zoogloeaceae	family	21	4	0	3	24	22	1	0	0	0	0	0	0	0	0	0	1	0	4	0	0	4	13	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1
1351	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Rhodocyclales;order;Zoogloeaceae;family;Zoogloea;genus;	Zoogloea	genus	21	4	0	3	24	22	1	0	0	0	0	0	0	0	0	0	1	0	4	0	0	4	13	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1
3521	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Rhodocyclales;order;Azonexaceae;family;	Azonexaceae	family	12	9	0	15	4	10	1	0	0	1	18	1	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	4	0	6	1	3	0	12	0	0	2	21	0	2	0	0	0	9	0	2	5
1336	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Rhodocyclales;order;Azonexaceae;family;Dechloromonas;genus;	Dechloromonas	genus	6	8	0	5	0	6	1	0	0	1	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	1	1	0	1	0	0	0	2	0	1	0	0	0	0	0	1	1
-3522	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Rhodocyclales;order;Azonexaceae;family;unclassified_Azonexaceae;;	unclassified_Azonexaceae		6	1	0	10	4	4	0	0	0	0	16	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	3	0	2	0	2	0	11	0	0	2	19	0	1	0	0	0	9	0	1	4
1331	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Rhodocyclales;order;Rhodocyclaceae;family;	Rhodocyclaceae	family	1	5	0	0	2	10	0	1	1	0	2	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0	1	0	2	0	3	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0
1334	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Rhodocyclales;order;Rhodocyclaceae;family;Azospira;genus;	Azospira	genus	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1343	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Rhodocyclales;order;Rhodocyclaceae;family;Propionivibrio;genus;	Propionivibrio	genus	0	5	0	0	0	1	0	1	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3522	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Rhodocyclales;order;Rhodocyclaceae;family;Rugosibacter;genus;	Rugosibacter	genus	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
-1331	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Rhodocyclales;order;unclassified_Rhodocyclales;;	unclassified_Rhodocyclales		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1176	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;unclassified_Betaproteobacteria;;	unclassified_Betaproteobacteria		7	22	16	45	35	155	63	7	52	5	31	2	5	2	7	19	42	6	0	14	28	110	57	5	4	28	92	6	3	36	38	31	57	27	41	33	117	49	22	12	54	43	4	3	32	22	17	16
1285	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Neisseriales;order;	Neisseriales	order	0	0	2	33	4	55	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3513	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Neisseriales;order;Chromobacteriaceae;family;	Chromobacteriaceae	family	0	0	2	33	4	55	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1317	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Neisseriales;order;Chromobacteriaceae;family;Vogesella;genus;	Vogesella	genus	0	0	2	33	4	55	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1501	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;	Gammaproteobacteria	class	35	25	27	45	30	210	57	24	36	10	38	200	34	71	15	32	32	36	34	174	132	129	66	44	17	41	40	42	115	100	11	60	135	11	162	92	53	188	941	109	75	95	53	9	24	71	436	98
1679	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Methylococcales;order;	Methylococcales	order	22	12	23	19	9	142	45	13	29	7	29	178	26	59	12	26	27	26	30	159	67	112	41	30	13	15	29	21	101	67	5	32	83	4	89	35	23	28	908	77	27	86	52	7	11	33	416	72
1682	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Methylococcales;order;Methylococcaceae;family;	Methylococcaceae	family	22	12	23	19	9	142	45	13	29	7	29	178	26	59	12	26	27	26	30	159	67	112	41	30	13	15	29	21	101	67	5	32	83	4	89	35	23	28	908	77	27	86	52	7	11	33	416	72
3408	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Methylococcales;order;Methylococcaceae;family;Methyloparacoccus;genus;	Methyloparacoccus	genus	2	1	12	1	2	41	2	2	1	0	6	178	0	30	1	4	15	3	0	124	1	2	20	0	1	0	5	1	1	0	0	12	1	1	39	0	3	0	2	1	1	0	0	0	1	0	1	6
1688	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Methylococcales;order;Methylococcaceae;family;Methylomonas;genus;	Methylomonas	genus	2	4	10	3	2	7	18	7	2	0	10	0	1	19	9	1	7	3	1	10	22	0	7	6	2	1	4	2	5	4	0	1	4	1	14	19	2	6	24	23	3	5	2	1	3	5	27	12
1693	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Methylococcales;order;Methylococcaceae;family;Methylovulum;genus;	Methylovulum	genus	1	0	0	0	0	2	0	1	0	0	5	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	1	0	2	0
1683	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Methylococcales;order;Methylococcaceae;family;Methylobacter;genus;	Methylobacter	genus	2	0	0	5	1	29	3	0	14	0	0	0	3	0	2	3	0	1	1	0	1	8	0	0	0	4	1	2	1	46	0	0	44	1	1	4	2	11	0	1	1	12	0	0	0	7	1	1
1684	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Methylococcales;order;Methylococcaceae;family;Methylocaldum;genus;	Methylocaldum	genus	1	0	0	2	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1683	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Methylococcales;order;Methylococcaceae;family;unclassified_Methylococcaceae;;	unclassified_Methylococcaceae		14	5	0	5	3	11	22	2	3	6	5	0	21	4	0	4	2	19	28	5	38	90	4	23	10	8	14	16	94	13	4	8	30	1	28	11	16	8	880	49	19	65	50	6	6	19	384	46
3496	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Methylococcales;order;Methylococcaceae;family;Methylomagnum;genus;	Methylomagnum	genus	0	2	0	1	0	6	0	0	0	1	2	0	0	5	0	1	0	0	0	20	3	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	0	1	2	0	0	0	0	0	0	1	4
1687	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Methylococcales;order;Methylococcaceae;family;Methylomicrobium;genus;	Methylomicrobium	genus	0	0	1	1	0	30	0	0	9	0	1	0	1	0	0	13	3	0	0	0	1	10	9	1	0	1	1	0	0	4	1	2	2	0	2	0	0	2	0	1	0	3	0	0	0	1	0	3
1685	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Methylococcales;order;Methylococcaceae;family;Methylococcus;genus;	Methylococcus	genus	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
1690	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Methylococcales;order;Methylococcaceae;family;Methylosoma;genus;	Methylosoma	genus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1762	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pseudomonadales;order;	Pseudomonadales	order	2	5	1	2	3	7	0	1	1	1	2	1	4	2	0	1	2	3	1	0	9	3	1	1	0	4	0	2	2	4	1	1	33	0	2	0	8	1	5	1	3	2	0	0	1	0	2	3
